usage_date,account_id,team,service,region,cost_usd,usage_amount
2025-04-01,167335362030,alpha,EC2,us-west-2,9.692,5.908
2025-04-01,997678876000,beta,CloudWatch,us-east-1,21.7101,9.727
2025-04-01,174506048065,alpha,Lambda,us-west-2,18.886,7.342
2025-04-01,461041246744,beta,CloudWatch,us-east-1,17.6881,3.192
2025-04-01,692139070488,gamma,Lambda,us-east-1,2.1585,6.449
2025-04-01,187110154983,gamma,Lambda,us-west-2,0.0731,2.143
2025-04-01,753673606649,beta,CloudWatch,us-west-2,18.5938,6.833
2025-04-01,238853394774,alpha,Lambda,eu-west-1,2.042,4.338
2025-04-01,278079235690,alpha,RDS,us-east-1,8.1628,9.957
2025-04-01,949734384203,gamma,Lambda,eu-west-1,16.0843,7.552
2025-04-01,690440108735,gamma,Lambda,us-west-2,12.1722,3.434
2025-04-01,169364588220,gamma,S3,eu-west-1,0.9342,6.41
2025-04-01,515285608557,beta,S3,us-east-1,2.7337,6.839
2025-04-01,712399430198,beta,CloudWatch,us-west-2,2.2028,5.222
2025-04-01,370853694053,beta,CloudWatch,eu-west-1,20.0273,4.778
2025-04-01,308784476427,beta,CloudWatch,eu-west-1,7.6647,7.696
2025-04-01,733891808498,alpha,Lambda,us-east-1,14.9633,5.996
2025-04-01,916883976033,gamma,CloudWatch,us-west-2,0.1968,5.656
2025-04-01,733503954947,beta,Lambda,us-west-2,8.0898,9.515
2025-04-01,168409647389,beta,CloudWatch,eu-west-1,14.788,7.93
2025-04-01,800469505637,beta,CloudWatch,eu-west-1,3.1506,4.391
2025-04-01,156291411977,alpha,CloudWatch,us-east-1,20.2832,5.332
2025-04-01,663788783740,gamma,S3,us-west-2,17.739,4.991
2025-04-01,651901517333,alpha,S3,us-east-1,6.4287,8.65
2025-04-01,620854070947,beta,S3,us-east-1,4.3851,8.345
2025-04-01,637356408897,alpha,S3,eu-west-1,19.6302,4.189
2025-04-02,333787643626,gamma,RDS,us-west-2,14.9376,9.223
2025-04-02,530826989016,gamma,RDS,us-west-2,4.6418,4.085
2025-04-02,863467934157,gamma,CloudWatch,eu-west-1,20.9161,5.547
2025-04-02,857073523200,gamma,S3,us-east-1,20.8928,4.252
2025-04-02,249250089090,alpha,RDS,us-west-2,10.2442,9.258
2025-04-02,882041370021,beta,CloudWatch,us-east-1,18.8878,6.452
2025-04-02,343409651529,beta,S3,us-west-2,9.2649,4.557
2025-04-02,360553194827,alpha,CloudWatch,us-west-2,19.0585,9.846
2025-04-02,552988229011,beta,RDS,eu-west-1,17.2257,6.358
2025-04-02,207833659281,alpha,RDS,us-east-1,3.6686,4.838
2025-04-02,137016542499,gamma,RDS,us-east-1,14.7173,2.562
2025-04-02,390587906902,beta,CloudWatch,eu-west-1,24.4892,2.298
2025-04-02,169644130849,beta,Lambda,us-west-2,23.9689,5.357
2025-04-02,220498017641,beta,Lambda,us-west-2,16.1153,7.397
2025-04-02,646012917297,gamma,RDS,us-west-2,7.2477,6.22
2025-04-02,989639894250,beta,RDS,us-east-1,9.4871,7.36
2025-04-02,340275666060,gamma,RDS,us-east-1,3.1997,2.611
2025-04-02,851768932693,beta,RDS,us-west-2,11.731,4.075
2025-04-02,391482571552,alpha,Lambda,eu-west-1,22.0537,7.586
2025-04-02,570045587020,alpha,Lambda,us-west-2,1.878,6.286
2025-04-02,286084278316,gamma,S3,us-west-2,7.1965,6.6
2025-04-02,656515364779,alpha,Lambda,us-west-2,1.2694,6.895
2025-04-02,739556564807,alpha,EC2,us-east-1,2.3308,2.823
2025-04-02,900715528187,alpha,CloudWatch,us-east-1,6.2323,8.489
2025-04-02,677923279459,alpha,Lambda,us-east-1,23.5461,3.356
2025-04-02,732580780110,alpha,RDS,eu-west-1,17.7401,3.804
2025-04-02,146340172676,gamma,RDS,us-west-2,21.6009,4.951
2025-04-02,600093714965,beta,Lambda,eu-west-1,3.3367,7.241
2025-04-02,690827813947,alpha,EC2,eu-west-1,22.1372,4.192
2025-04-02,956152301494,alpha,EC2,eu-west-1,4.1837,6.399
2025-04-02,948393963940,alpha,S3,eu-west-1,6.2271,3.298
2025-04-02,702317627409,beta,S3,eu-west-1,1.7551,2.138
2025-04-02,573084883100,alpha,EC2,us-west-2,1.9578,6.773
2025-04-02,750792055887,alpha,EC2,us-east-1,5.0308,8.724
2025-04-02,832925637096,beta,RDS,us-west-2,22.1567,4.823
2025-04-02,832184260448,gamma,EC2,us-east-1,17.7335,3.43
2025-04-02,278776875800,alpha,EC2,us-east-1,23.675,9.641
2025-04-02,277625661072,alpha,CloudWatch,us-west-2,12.0745,9.629
2025-04-02,194595330990,alpha,RDS,us-east-1,1.448,4.356
2025-04-02,162134386064,beta,RDS,us-east-1,12.9238,9.551
2025-04-02,418314755371,alpha,RDS,us-west-2,10.3835,8.293
2025-04-02,775778766523,gamma,EC2,us-west-2,0.3179,9.294
2025-04-02,656440216192,gamma,RDS,eu-west-1,15.9451,4.023
2025-04-02,591754198487,alpha,Lambda,eu-west-1,11.9062,8.467
2025-04-02,864224736303,beta,Lambda,eu-west-1,9.8832,3.236
2025-04-02,318270646360,alpha,Lambda,us-west-2,1.9015,5.155
2025-04-02,130923200343,alpha,RDS,eu-west-1,15.7285,9.574
2025-04-02,403555209923,gamma,S3,us-west-2,5.8406,3.457
2025-04-02,252650553537,beta,CloudWatch,eu-west-1,20.5511,9.791
2025-04-02,104418598239,gamma,EC2,us-west-2,13.3629,7.607
2025-04-02,260631244054,beta,S3,us-west-2,0.336,9.63
2025-04-02,570493858251,alpha,EC2,us-west-2,0.8935,9.721
2025-04-02,552308641498,alpha,CloudWatch,eu-west-1,22.1,5.802
2025-04-02,334619796834,alpha,EC2,eu-west-1,17.125,7.094
2025-04-02,904935579681,beta,CloudWatch,eu-west-1,16.5323,3.691
2025-04-02,690263747305,alpha,S3,us-west-2,17.02,2.56
2025-04-02,152311564262,beta,RDS,us-east-1,14.617,7.692
2025-04-02,517795443011,alpha,RDS,eu-west-1,18.8303,9.699
2025-04-02,225642749322,beta,RDS,eu-west-1,15.0393,6.065
2025-04-02,845134788889,gamma,EC2,eu-west-1,16.2705,6.689
2025-04-03,541302899999,alpha,EC2,us-west-2,12.5251,2.934
2025-04-03,904763532034,alpha,CloudWatch,us-west-2,3.1834,6.268
2025-04-03,170889791030,alpha,EC2,us-west-2,2.4493,6.329
2025-04-03,192448570461,alpha,RDS,eu-west-1,9.7436,8.172
2025-04-03,268175262333,beta,CloudWatch,eu-west-1,6.9851,4.408
2025-04-03,429628500821,gamma,CloudWatch,eu-west-1,14.3993,7.208
2025-04-03,794552611895,beta,Lambda,eu-west-1,5.5973,8.65
2025-04-03,269175827339,gamma,RDS,eu-west-1,2.2499,8.888
2025-04-03,405541464776,beta,RDS,us-east-1,19.0388,9.49
2025-04-03,929177900810,gamma,Lambda,us-east-1,15.9997,7.368
2025-04-03,782789582322,alpha,RDS,eu-west-1,7.7182,6.47
2025-04-03,665374788641,alpha,CloudWatch,us-west-2,8.802,5.33
2025-04-03,881226966038,gamma,S3,eu-west-1,4.1208,6.441
2025-04-03,116539449643,beta,S3,eu-west-1,0.3887,8.834
2025-04-03,131052486121,alpha,S3,us-west-2,14.1094,2.182
2025-04-03,848625858065,beta,S3,eu-west-1,2.6001,2.446
2025-04-03,466105133496,beta,S3,us-east-1,9.692,7.427
2025-04-03,186666125786,alpha,CloudWatch,eu-west-1,9.2355,9.373
2025-04-03,249025143153,alpha,S3,us-east-1,5.7093,8.282
2025-04-03,178799792019,beta,CloudWatch,us-west-2,13.2668,4.611
2025-04-03,626532561642,gamma,RDS,us-west-2,16.2484,2.631
2025-04-03,378107211913,gamma,Lambda,eu-west-1,20.066,3.858
2025-04-03,477604970416,gamma,Lambda,eu-west-1,0.1049,5.24
2025-04-03,539805221485,alpha,Lambda,us-east-1,14.1619,8.421
2025-04-03,962205817357,gamma,Lambda,eu-west-1,0.2615,4.91
2025-04-03,742979981813,beta,S3,us-west-2,18.7611,4.791
2025-04-03,636975500226,alpha,Lambda,us-east-1,24.5884,5.12
2025-04-03,294768113257,gamma,S3,eu-west-1,14.6491,2.741
2025-04-03,227990467828,gamma,S3,eu-west-1,1.923,2.274
2025-04-03,146021771153,alpha,S3,eu-west-1,16.0862,4.187
2025-04-03,627307852362,beta,Lambda,us-east-1,13.2652,4.724
2025-04-03,104370692996,alpha,CloudWatch,us-east-1,8.8582,2.578
2025-04-03,226035272949,gamma,CloudWatch,eu-west-1,9.31,2.957
2025-04-03,990980943695,beta,EC2,us-west-2,12.4309,9.664
2025-04-03,548432733446,gamma,S3,us-west-2,5.4375,7.778
2025-04-03,545466722600,gamma,RDS,eu-west-1,7.2236,7.4
2025-04-03,643732505661,alpha,EC2,us-west-2,0.4951,9.501
2025-04-03,612171845161,gamma,RDS,eu-west-1,8.3034,2.407
2025-04-03,347247455891,beta,S3,us-west-2,13.0548,7.265
2025-04-03,570603608567,beta,RDS,us-west-2,18.6406,2.706
2025-04-03,188524548923,gamma,CloudWatch,eu-west-1,22.3076,2.839
2025-04-03,425307136856,alpha,CloudWatch,eu-west-1,23.3343,5.078
2025-04-03,786814246996,beta,CloudWatch,us-west-2,0.7416,5.168
2025-04-03,651624141489,alpha,CloudWatch,eu-west-1,0.7328,9.967
2025-04-03,633998274228,alpha,S3,us-east-1,7.2897,8.169
2025-04-03,825808969656,gamma,CloudWatch,us-west-2,23.8487,7.05
2025-04-03,880897027255,gamma,RDS,us-east-1,13.087,6.531
2025-04-03,529375380155,gamma,CloudWatch,eu-west-1,16.4721,8.428
2025-04-03,614362410335,gamma,CloudWatch,eu-west-1,22.6596,8.637
2025-04-03,613149834220,alpha,RDS,us-east-1,21.1877,4.223
2025-04-03,806437746894,beta,S3,us-east-1,12.7917,7.885
2025-04-03,331221526137,beta,CloudWatch,us-west-2,9.2633,5.44
2025-04-03,691477118320,beta,S3,us-west-2,17.0274,4.922
2025-04-03,777945962586,gamma,CloudWatch,us-east-1,3.1701,6.288
2025-04-03,745888585319,alpha,S3,us-east-1,19.557,6.754
2025-04-03,195531532500,alpha,EC2,eu-west-1,1.3104,9.707
2025-04-03,210981126443,alpha,RDS,eu-west-1,8.7994,9.611
2025-04-03,760782605840,alpha,CloudWatch,us-west-2,23.7377,4.711
2025-04-03,191326919830,beta,S3,us-east-1,11.496,5.835
2025-04-03,621302710223,alpha,CloudWatch,us-east-1,15.8126,6.823
2025-04-04,161548894468,gamma,EC2,us-west-2,15.8514,5.212
2025-04-04,485719723333,alpha,Lambda,us-west-2,6.8766,6.515
2025-04-04,227109692632,beta,EC2,eu-west-1,6.8817,6.486
2025-04-04,370420995435,beta,RDS,us-west-2,16.6861,7.232
2025-04-04,784670266700,gamma,S3,us-east-1,18.7209,6.505
2025-04-04,609834393553,beta,Lambda,us-east-1,10.6107,6.153
2025-04-04,491998227748,beta,S3,us-east-1,21.3198,9.545
2025-04-04,284111526979,gamma,EC2,us-east-1,23.0484,2.185
2025-04-04,966697680841,gamma,Lambda,eu-west-1,5.4753,7.671
2025-04-04,131372156195,gamma,Lambda,us-west-2,8.8966,6.336
2025-04-04,147243435020,alpha,Lambda,us-west-2,19.493,8.072
2025-04-04,315724486629,alpha,RDS,us-west-2,0.4008,2.755
2025-04-04,358060710046,beta,S3,us-east-1,3.9026,6.45
2025-04-04,211084765544,alpha,RDS,us-east-1,16.8708,7.935
2025-04-04,247583860552,beta,Lambda,us-west-2,13.9818,3.764
2025-04-04,675649845308,alpha,Lambda,us-west-2,13.8985,7.872
2025-04-04,949583757892,gamma,Lambda,eu-west-1,14.5525,5.945
2025-04-04,998444930999,alpha,CloudWatch,eu-west-1,21.0192,5.751
2025-04-04,919535002102,alpha,EC2,eu-west-1,2.6293,6.106
2025-04-04,924391582722,gamma,Lambda,eu-west-1,2.5532,3.318
2025-04-04,975903567596,alpha,Lambda,us-west-2,10.4605,3.266
2025-04-04,669174316714,alpha,CloudWatch,us-west-2,6.8171,7.259
2025-04-04,605310948163,alpha,S3,us-west-2,19.8837,7.42
2025-04-04,768141471096,gamma,Lambda,us-east-1,12.6679,3.61
2025-04-04,420659459380,gamma,RDS,eu-west-1,15.0042,4.984
2025-04-04,966050678631,alpha,S3,eu-west-1,19.7727,3.213
2025-04-04,119972099492,beta,EC2,us-west-2,14.3636,7.637
2025-04-04,144951114557,beta,RDS,us-west-2,15.5887,6.918
2025-04-04,633529697551,gamma,S3,us-east-1,6.0462,8.417
2025-04-04,608593800282,gamma,RDS,us-west-2,4.8104,3.447
2025-04-04,895360078354,alpha,CloudWatch,eu-west-1,3.2768,6.769
2025-04-04,454265149937,alpha,RDS,us-east-1,11.9429,6.51
2025-04-04,532595011938,beta,CloudWatch,us-west-2,21.8193,7.819
2025-04-04,710878600755,alpha,CloudWatch,us-west-2,3.5789,6.449
2025-04-04,391259398241,alpha,EC2,eu-west-1,24.4237,6.447
2025-04-04,795163159276,beta,Lambda,us-west-2,10.5963,7.407
2025-04-04,413423157526,alpha,CloudWatch,us-west-2,9.8976,4.27
2025-04-04,622033872358,gamma,CloudWatch,us-west-2,24.2952,6.96
2025-04-04,597014625636,gamma,Lambda,us-east-1,7.5416,2.636
2025-04-04,631010536375,alpha,EC2,eu-west-1,3.4408,2.021
2025-04-04,248628167598,beta,CloudWatch,us-west-2,3.4191,8.276
2025-04-04,491442087309,gamma,CloudWatch,us-west-2,16.4028,4.823
2025-04-04,239004914796,gamma,EC2,us-west-2,22.8125,8.193
2025-04-04,165136568468,alpha,RDS,eu-west-1,21.3303,5.126
2025-04-04,268337657253,beta,EC2,us-west-2,11.538,2.325
2025-04-04,780846045023,alpha,RDS,us-east-1,23.7551,5.589
2025-04-04,226152459938,gamma,S3,us-east-1,6.4204,4.432
2025-04-04,331930843909,beta,S3,us-west-2,5.7562,4.158
2025-04-04,867887955152,alpha,EC2,eu-west-1,23.3911,8.438
2025-04-04,856091132896,gamma,EC2,us-west-2,11.7508,9.113
2025-04-04,789173266281,gamma,Lambda,us-west-2,4.2946,6.683
2025-04-04,869388226696,beta,CloudWatch,us-east-1,3.7022,6.484
2025-04-04,481102408986,beta,EC2,us-west-2,3.7872,9.383
2025-04-04,137872695776,gamma,Lambda,eu-west-1,1.408,6.987
2025-04-04,124543609214,alpha,Lambda,us-east-1,12.8567,5.769
2025-04-04,233894176819,beta,EC2,us-east-1,8.4982,6.316
2025-04-04,979320629158,alpha,Lambda,us-west-2,11.2597,8.239
2025-04-04,714093036508,gamma,CloudWatch,us-west-2,15.027,9.749
2025-04-04,523819727914,gamma,CloudWatch,us-west-2,7.3755,3.268
2025-04-04,193166937505,alpha,S3,us-west-2,17.4207,6.427
2025-04-05,997741634128,beta,RDS,us-east-1,3.4983,0.578
2025-04-05,953267860569,beta,S3,us-west-2,3.1323,0.378
2025-04-05,622020771001,alpha,RDS,us-east-1,11.0097,0.092
2025-04-05,769077823871,gamma,EC2,us-west-2,4.5462,0.453
2025-04-05,182450791065,beta,S3,us-east-1,4.9317,0.939
2025-04-05,352482522093,beta,RDS,eu-west-1,23.6097,0.546
2025-04-05,824128307179,gamma,EC2,us-west-2,16.3944,0.64
2025-04-05,640550855193,beta,Lambda,us-east-1,0.3692,0.208
2025-04-05,620788120779,alpha,RDS,eu-west-1,19.6526,0.903
2025-04-05,353711183288,gamma,S3,us-east-1,12.4466,0.353
2025-04-05,579738696455,alpha,EC2,eu-west-1,12.21,0.91
2025-04-05,693042092374,beta,RDS,us-east-1,16.4732,0.988
2025-04-05,233934739203,alpha,RDS,eu-west-1,22.0393,0.736
2025-04-05,761178504117,beta,Lambda,us-west-2,12.0955,0.693
2025-04-05,177239796391,gamma,CloudWatch,us-east-1,2.2595,0.402
2025-04-05,500754273428,beta,Lambda,us-east-1,20.9639,0.455
2025-04-05,992795694169,alpha,EC2,eu-west-1,8.3249,0.346
2025-04-05,900037962997,beta,CloudWatch,us-west-2,6.7265,0.038
2025-04-05,551832235795,alpha,Lambda,eu-west-1,13.9063,0.731
2025-04-05,587163976405,beta,RDS,eu-west-1,8.3919,0.949
2025-04-05,905311154928,alpha,RDS,us-west-2,7.1004,0.206
2025-04-05,997507379658,beta,EC2,us-west-2,21.511,0.704
2025-04-05,145974274186,alpha,EC2,us-west-2,13.5687,0.934
2025-04-05,785313273516,gamma,RDS,us-east-1,2.1569,0.108
2025-04-05,315292912910,gamma,RDS,us-west-2,14.6349,0.786
2025-04-05,948923717923,gamma,CloudWatch,us-east-1,12.3039,0.504
2025-04-05,821489381554,alpha,S3,eu-west-1,23.6901,0.273
2025-04-05,972266936138,beta,EC2,us-west-2,18.1135,0.499
2025-04-05,601680923373,alpha,CloudWatch,us-west-2,20.5324,0.431
2025-04-05,790298188287,gamma,RDS,us-east-1,15.9903,0.735
2025-04-05,713060549826,gamma,Lambda,us-east-1,10.3236,0.717
2025-04-05,985027100502,beta,RDS,us-west-2,5.5708,0.312
2025-04-05,635797623294,gamma,S3,us-east-1,23.4311,0.787
2025-04-05,135875648070,beta,RDS,us-west-2,0.2846,0.163
2025-04-05,606608660132,alpha,CloudWatch,us-east-1,9.2605,0.151
2025-04-05,778913694999,beta,Lambda,us-west-2,3.609,0.114
2025-04-05,782676647693,gamma,Lambda,us-west-2,14.1504,0.953
2025-04-05,718477334098,gamma,RDS,eu-west-1,23.1413,0.285
2025-04-05,146899927740,gamma,S3,us-east-1,0.7177,0.261
2025-04-05,793222265016,beta,CloudWatch,us-east-1,3.5303,0.115
2025-04-05,670879917963,beta,RDS,us-east-1,18.8016,0.268
2025-04-05,447720504621,beta,RDS,us-east-1,1.2836,0.674
2025-04-05,988548730992,alpha,CloudWatch,us-west-2,11.4826,0.736
2025-04-05,611139433727,alpha,Lambda,us-east-1,19.2395,0.646
2025-04-05,531253751767,gamma,CloudWatch,us-east-1,4.2937,0.313
2025-04-05,472540982369,beta,Lambda,us-east-1,0.7511,0.371
2025-04-05,473127990664,alpha,CloudWatch,eu-west-1,11.1139,0.507
2025-04-05,814292564799,beta,RDS,us-west-2,12.3618,0.026
2025-04-05,365231967956,alpha,Lambda,eu-west-1,9.6755,0.167
2025-04-05,620989810805,gamma,S3,us-east-1,4.6641,0.971
2025-04-05,922161389822,gamma,Lambda,eu-west-1,1.7925,0.895
2025-04-05,943026641856,beta,S3,us-east-1,8.9039,0.043
2025-04-05,888125559322,beta,RDS,us-west-2,4.2361,0.417
2025-04-05,251240053109,gamma,EC2,us-west-2,14.1784,0.869
2025-04-05,488103729595,gamma,S3,us-east-1,17.491,0.145
2025-04-05,129510782133,alpha,RDS,us-west-2,11.1977,0.615
2025-04-05,247750565802,alpha,Lambda,us-west-2,10.6859,0.725
2025-04-05,267027315782,beta,CloudWatch,us-east-1,22.4993,0.529
2025-04-05,618477983717,gamma,Lambda,eu-west-1,11.3959,0.471
2025-04-05,481800871737,gamma,S3,us-east-1,7.2038,0.343
2025-04-06,591161879430,gamma,RDS,eu-west-1,8.3972,0.693
2025-04-06,997955352769,gamma,S3,eu-west-1,12.349,0.025
2025-04-06,506755146527,beta,RDS,us-east-1,3.8104,0.162
2025-04-06,849142011684,gamma,Lambda,eu-west-1,24.1131,0.067
2025-04-06,938427585546,gamma,EC2,us-west-2,2.5335,0.294
2025-04-06,817744023991,gamma,CloudWatch,eu-west-1,19.1495,0.51
2025-04-06,612670955006,alpha,CloudWatch,eu-west-1,5.299,0.797
2025-04-06,688390375853,beta,S3,eu-west-1,0.9208,0.847
2025-04-06,738341394295,beta,EC2,us-west-2,23.4464,0.861
2025-04-06,424705875763,beta,EC2,eu-west-1,2.6412,0.648
2025-04-06,801805401345,alpha,S3,us-west-2,12.6768,0.484
2025-04-06,101120509052,beta,EC2,us-west-2,12.9345,0.056
2025-04-06,459605352512,alpha,S3,us-west-2,4.5569,0.743
2025-04-06,293622644703,gamma,EC2,eu-west-1,4.4856,0.199
2025-04-06,119033678644,gamma,Lambda,us-east-1,14.4938,0.178
2025-04-06,532833098055,alpha,EC2,eu-west-1,8.6742,0.088
2025-04-06,415727226095,alpha,CloudWatch,us-east-1,11.5172,0.893
2025-04-06,790957727859,alpha,RDS,us-west-2,23.569,0.958
2025-04-06,712510867680,beta,RDS,us-west-2,4.147,0.205
2025-04-06,818329448553,gamma,RDS,us-west-2,3.7785,0.411
2025-04-06,216375119972,gamma,S3,us-east-1,3.9124,0.164
2025-04-06,608317915886,beta,EC2,us-west-2,0.2204,0.351
2025-04-06,336683841449,beta,RDS,us-east-1,12.6094,0.432
2025-04-06,431105004607,beta,EC2,us-west-2,11.971,0.734
2025-04-06,983129685227,beta,S3,us-east-1,11.3046,0.627
2025-04-06,491669006677,beta,CloudWatch,us-west-2,20.5683,0.211
2025-04-06,589438720185,gamma,Lambda,eu-west-1,11.5219,0.859
2025-04-06,331506051232,alpha,EC2,us-west-2,12.5074,0.51
2025-04-06,639266144850,gamma,CloudWatch,us-west-2,11.7437,0.718
2025-04-06,329336925676,alpha,S3,us-east-1,19.9624,0.074
2025-04-06,638532796722,gamma,S3,eu-west-1,11.5726,0.869
2025-04-06,820858550601,beta,CloudWatch,us-east-1,7.8004,0.872
2025-04-06,848459573204,beta,EC2,eu-west-1,19.0927,0.498
2025-04-06,583360602450,beta,Lambda,us-east-1,20.2811,0.299
2025-04-06,537477255696,gamma,EC2,us-east-1,15.849,0.492
2025-04-06,999760704773,gamma,CloudWatch,eu-west-1,20.7164,0.403
2025-04-06,780569244360,gamma,S3,us-west-2,11.9622,0.733
2025-04-06,418288655022,gamma,Lambda,eu-west-1,4.3105,0.653
2025-04-06,679945170967,beta,Lambda,us-east-1,2.9517,0.763
2025-04-06,461884037114,alpha,S3,us-west-2,15.2491,0.368
2025-04-06,527585775126,beta,EC2,eu-west-1,17.5837,0.381
2025-04-06,255046840697,beta,Lambda,us-west-2,12.3372,0.685
2025-04-06,231832518380,gamma,CloudWatch,us-east-1,0.6086,0.493
2025-04-06,473311795278,beta,Lambda,eu-west-1,9.6077,0.514
2025-04-06,441560154965,alpha,EC2,eu-west-1,16.5126,0.471
2025-04-06,137051021561,beta,EC2,eu-west-1,24.3197,0.404
2025-04-06,137020985683,beta,S3,us-east-1,22.178,0.355
2025-04-06,488083950816,alpha,EC2,us-east-1,4.7919,0.024
2025-04-06,320461947903,beta,RDS,us-west-2,23.8284,0.657
2025-04-06,483053106200,beta,RDS,eu-west-1,7.0497,0.753
2025-04-06,377128111046,alpha,S3,us-east-1,4.7305,0.47
2025-04-06,928563896701,beta,RDS,us-west-2,5.8705,0.105
2025-04-06,981316434823,gamma,S3,us-west-2,6.2986,0.932
2025-04-06,289202688757,alpha,RDS,us-west-2,4.6984,0.055
2025-04-06,422145699837,beta,S3,us-east-1,22.0992,0.864
2025-04-06,125567290013,alpha,RDS,us-west-2,7.4978,0.938
2025-04-06,123800361158,gamma,S3,us-west-2,5.5228,0.679
2025-04-06,192822723840,alpha,S3,us-east-1,16.7254,0.168
2025-04-06,508398494663,alpha,Lambda,eu-west-1,23.4947,0.342
2025-04-06,389054573014,beta,S3,us-west-2,7.6377,0.895
2025-04-07,128004938577,alpha,EC2,us-west-2,2.7492,4.708
2025-04-07,911526282147,beta,S3,eu-west-1,14.8144,2.649
2025-04-07,109281433498,alpha,S3,us-west-2,23.5664,5.532
2025-04-07,444990043763,gamma,RDS,us-east-1,2.8256,9.69
2025-04-07,963428021109,beta,RDS,eu-west-1,15.5382,9.627
2025-04-07,826335667396,alpha,Lambda,us-east-1,15.4963,8.047
2025-04-07,649583293344,beta,S3,us-west-2,17.1496,7.005
2025-04-07,427806204898,beta,EC2,eu-west-1,1.9896,7.036
2025-04-07,276293940703,beta,RDS,us-east-1,14.0346,2.492
2025-04-07,797625078699,alpha,S3,us-east-1,17.1652,9.328
2025-04-07,288170629341,beta,EC2,us-east-1,1.9379,2.514
2025-04-07,830224854226,gamma,CloudWatch,us-west-2,20.2915,2.038
2025-04-07,175869102093,beta,S3,us-east-1,16.5746,7.37
2025-04-07,188036623370,beta,EC2,us-west-2,8.3064,2.902
2025-04-07,587587449052,alpha,S3,eu-west-1,16.4601,8.176
2025-04-07,796253838854,alpha,RDS,eu-west-1,17.3322,3.009
2025-04-07,142108653402,alpha,S3,us-east-1,11.041,8.783
2025-04-07,809839342213,gamma,EC2,eu-west-1,9.2852,9.523
2025-04-07,213465217128,gamma,S3,us-west-2,14.3392,9.449
2025-04-07,812879660578,alpha,RDS,us-west-2,13.5668,6.364
2025-04-07,816356502616,alpha,Lambda,eu-west-1,11.6482,5.926
2025-04-07,772373836232,alpha,EC2,eu-west-1,18.4122,4.514
2025-04-07,148172219595,gamma,RDS,us-east-1,9.9731,4.592
2025-04-07,599953987446,gamma,Lambda,us-west-2,5.7577,3.244
2025-04-07,846612049882,beta,Lambda,eu-west-1,24.7494,5.642
2025-04-07,551270088402,alpha,CloudWatch,eu-west-1,11.0855,7.843
2025-04-07,190768565869,alpha,EC2,eu-west-1,9.8272,4.733
2025-04-07,429365517899,beta,RDS,eu-west-1,9.587,3.764
2025-04-07,331986506289,gamma,RDS,eu-west-1,13.96,8.026
2025-04-07,615907084844,alpha,EC2,us-east-1,18.204,9.452
2025-04-07,613840304229,beta,Lambda,us-east-1,1.5205,3.139
2025-04-07,858203143002,beta,EC2,us-west-2,14.0023,7.667
2025-04-07,844468682434,alpha,S3,us-west-2,20.8352,8.094
2025-04-07,192529107256,gamma,RDS,us-west-2,7.5873,9.534
2025-04-07,834173881382,alpha,Lambda,us-west-2,13.204,9.821
2025-04-07,802896960622,beta,S3,us-east-1,15.8149,7.947
2025-04-07,551491530840,beta,RDS,us-west-2,23.1134,8.08
2025-04-07,670181223076,gamma,S3,us-west-2,5.6117,9.85
2025-04-07,753343075460,beta,Lambda,us-east-1,21.3795,8.481
2025-04-07,703393518524,gamma,RDS,us-west-2,8.3452,8.542
2025-04-07,535767240711,alpha,CloudWatch,us-east-1,7.1084,2.887
2025-04-07,305188013908,beta,CloudWatch,us-east-1,18.6495,2.481
2025-04-07,430326167958,gamma,Lambda,us-east-1,19.5135,6.697
2025-04-07,319719938326,beta,RDS,us-east-1,13.6639,7.737
2025-04-07,198642152352,gamma,CloudWatch,eu-west-1,11.8937,2.994
2025-04-07,239736912520,gamma,EC2,us-west-2,10.2275,9.545
2025-04-07,512376199627,gamma,S3,us-east-1,12.6754,2.415
2025-04-07,657956763735,beta,CloudWatch,us-west-2,7.8404,9.524
2025-04-07,159498775264,alpha,RDS,eu-west-1,8.0507,2.456
2025-04-07,323269620677,gamma,CloudWatch,us-west-2,2.3578,8.368
2025-04-07,839275313065,alpha,S3,us-west-2,11.7651,9.743
2025-04-07,215544077295,beta,EC2,eu-west-1,2.3032,3.46
2025-04-07,525825352732,gamma,CloudWatch,us-east-1,19.6378,7.197
2025-04-07,165890397190,beta,EC2,eu-west-1,17.2097,9.014
2025-04-07,137860642202,gamma,RDS,eu-west-1,7.4112,5.224
2025-04-07,548813510617,gamma,S3,us-west-2,1.0679,2.566
2025-04-07,802213686647,alpha,S3,eu-west-1,19.7954,9.996
2025-04-07,489416509506,beta,EC2,us-east-1,12.7634,3.091
2025-04-07,836678997806,alpha,S3,us-west-2,13.3761,7.392
2025-04-07,221762465937,alpha,S3,us-east-1,10.6197,6.773
2025-04-08,971506761620,alpha,Lambda,eu-west-1,4.3558,3.027
2025-04-08,666614859986,gamma,S3,eu-west-1,5.1282,7.532
2025-04-08,778918437685,alpha,EC2,us-west-2,3.6328,4.027
2025-04-08,769844837606,alpha,RDS,eu-west-1,8.7167,3.127
2025-04-08,148437895561,beta,Lambda,us-west-2,7.19,7.777
2025-04-08,284263261418,beta,S3,eu-west-1,4.1396,8.421
2025-04-08,718533449250,alpha,S3,us-east-1,3.4315,7.769
2025-04-08,662261387535,gamma,EC2,eu-west-1,11.0618,9.067
